,umich_user_id,answer_count,average_answer_length,total_votes_given_answers,total_votes_received_answers,question_count,average_question_length,total_votes_given_questions,total_votes_received_questions,total_questions_following,country_cd_US,is_female,bachelor_obtained,white,completed
100,0d47c593586d266dec39eec931109bc5db0f2fb9,8.0,458.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,1,0,0,0,0
101,92566282147e487b88ddc212d8f950c90e3b754d,18.0,500.5,0.0,6.0,0.0,500.5,0.0,12.0,0.0,1,0,0,0,1
102,0a3044226ddd6d5739c00fa5d7c32424df3c89a5,7.0,680.0,1.0,3.0,0.0,680.0,0.0,7.0,0.0,1,1,0,0,1
103,b7780a6a0ddebfa0f61c83690dba180c106fcc75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0
104,6dbf3e2d5087c87fc1c66548a2c76e9f59b23e61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
105,c0782b817577f63652f7c937ca26e39235907345,8.0,669.25,1.0,4.0,0.0,669.25,0.0,0.0,0.0,1,1,1,1,1
106,9be46c4155372bd3d2407faafcea9e5daeecd623,3.0,310.3333333333333,2.0,3.0,0.0,310.3333333333333,0.0,0.0,0.0,0,1,1,0,0
107,33752a7f4352bb34591560ad3e6a3bd26a4dcf57,1.0,463.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,1,1,1,1,1
108,2c7e1bb97edd4f0179e7423c2ca0892c070957b2,12.0,263.0833333333333,0.0,2.0,0.0,263.0833333333333,0.0,0.0,0.0,1,0,0,0,1
109,3510b7d75a785c544d25091e8a22d8c9cd8aa88e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0
110,a6142bb1c584cd25caca0958103d64f542d7bc51,2.0,452.5,5.0,0.0,0.0,452.5,0.0,0.0,0.0,1,1,1,0,0
111,685ba6302ad2f59e57023ecf5179a82f52f528a2,7.0,780.4285714285714,0.0,0.0,0.0,780.4285714285714,0.0,0.0,0.0,0,0,1,1,1
112,7d3822f3fded43b8d954aacfcf69050ac9b39e81,13.0,488.15384615384613,0.0,1.0,0.0,488.15384615384613,0.0,1.0,0.0,1,1,1,1,1
113,546f6fb557b0fdb85579f8dfd2e0fe053db6b29f,2.0,414.5,0.0,1.0,0.0,414.5,0.0,2.0,0.0,1,1,0,0,1
114,7f82874f9a169b082d257c9e109b514479a08fdc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
115,dd27ca86651caa9661c7c7449f6d4c0be507080e,13.0,381.7692307692308,2.0,1.0,0.0,381.7692307692308,0.0,0.0,0.0,1,1,1,1,1
116,70ac750c4de90f88273784d2f2a1df73040cb86a,7.0,605.7142857142857,1.0,2.0,0.0,605.7142857142857,0.0,1.0,0.0,1,0,1,1,0
117,022032fd809a57e0c72eac0ca205ed25d5b4f837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0
118,a01f0ad038dcfea8802fe58a6aaf83ff14d2523f,8.0,362.75,3.0,1.0,0.0,362.75,0.0,1.0,0.0,1,1,0,1,1
119,df0ce4c7f81d7128540247fd2452b3249324f1dc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1
120,e789d68ae0341776732e4faa96ab31ea7bd0b0a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0
121,ab38780f51a90a3fd3a9f1d51151a7e169fadafc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0
122,700cdb9388d3b5c21463e43b86552456c130b4f8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0
123,4bdc76924c8090345aad2dfe374bd0d2aba12c1f,1.0,606.0,0.0,1.0,0.0,606.0,0.0,0.0,0.0,1,0,0,0,0
124,18d0f692aa6131062f8266e3a79d2da61da0e11f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
125,78c079a80d8b5b0c8e2246cee292d90af3197426,6.0,674.0,0.0,1.0,0.0,674.0,0.0,0.0,0.0,1,1,0,0,1
126,08041bcec85b2b48948b9e69bfd2323f6d53f20e,9.0,379.3333333333333,0.0,0.0,0.0,379.3333333333333,0.0,0.0,0.0,1,1,1,1,1
127,1eeb03664ea41835d81760d04652c9aa9650ca9d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0
128,73c72fbfe5c87fbbdeaa7513311a6ae71d7bae40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
129,d25b91dd8461c358b4b67d8067541ec3e5b867d5,10.0,435.7,0.0,0.0,0.0,435.7,0.0,0.0,0.0,1,1,1,0,1
130,a5b7c8cb596ca7d3315cdb01a06f4e283e1cced9,41.0,115.17073170731707,0.0,0.0,2.0,115.17073170731707,0.0,0.0,2.0,1,1,1,0,1
131,5ac62af5409bb645b8a850ebdcd04c49cd270dc0,2.0,348.0,0.0,0.0,1.0,348.0,0.0,0.0,1.0,0,0,0,0,1
132,381f7c92d456ab05d91d28daacc1891c8d2fb745,10.0,351.5,0.0,0.0,0.0,351.5,0.0,1.0,0.0,1,1,0,0,1
133,b3c62c951b22ecbe41c006fb1cd57e3b16a33381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
134,6f347a6cd3583835e6df62e46e475f745db0dde3,3.0,222.33333333333334,0.0,0.0,1.0,222.33333333333334,0.0,0.0,1.0,1,1,1,1,1
135,dcd6cb7edbff197180b8df130bb119390b473e01,7.0,664.0,1.0,0.0,0.0,664.0,0.0,1.0,0.0,1,1,0,0,1
136,12fa5c8b233db950ffe3400b5d9a4f1ccb562624,14.0,652.1428571428571,0.0,1.0,0.0,652.1428571428571,0.0,0.0,0.0,1,1,1,0,0
137,0b8f1765dea97056345f3bff0aa591021c8419aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0
138,9be327ad6d5ca601644d5b2395a623f0776705cc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0
139,110a61a0c544f92f90c44da372fefa02b95d7393,7.0,562.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,1,1,1,0,1
140,663aa54a037cd57b21db65fbf2a50360e3885537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
141,187c72d386302b0bd6ca769162f34a0996e23bf7,10.0,373.5,2.0,2.0,0.0,373.5,0.0,0.0,0.0,1,0,0,0,1
142,67a6374ec2dcfda094aa7b4540b2501d6b6e614f,8.0,726.625,0.0,8.0,0.0,726.625,0.0,0.0,0.0,1,0,0,0,1
